Language,Form,Gloss,Gloss_Fixed,Source,Form_ID_v1.2
Iban,ipoh,"the <span class=""wd"">upas</span> tree: <i>Antiaris toxicaria (Pers.) Lesch.</i> The latex is used in making poison for blowpipe darts.",the _upas_ tree: _Antiaris toxicaria (Pers.) Lesch._ The latex is used in making poison for blowpipe darts.,,276-a1a1b7fb7c0a49004573c60e850a56bb-1
Palawan_Batak,ma-ʔudum,"rain cloud (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Reid"">Reid 1971</a></span>)",rain cloud ([Reid 1971](Source#cldf:reid1971)),reid1971,247-2163e9c0068f8c689048e2eb456dad07-1
Puyuma,verek,"domesticated pig (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Ferrell"">Ferrell 1969</a></span>)",domesticated pig ([Ferrell 1969](Source#cldf:ferrell1969)),ferrell1969,386-86f9ca9cd7c73d15a09a5d522545e61b-1
Wolio,tuwele,"[<span class=""wd"">-e</span> unexpl.]  fish poison, tuba","[_-e_ unexpl.] fish poison, tuba",,1124-0e636209ac2b4098fbc51d74948bddb2-1
Toba_Batak,ha- -an,"marker of the adversative passive; <span class=""wd"">ha-udan-an</span> ‘caught in the rain’ (cf. <span class=""wd"">udan</span> ‘rain’); <span class=""wd"">ha-borŋin-an</span> ‘to be overaken by nightfall’ (cf. <span class=""wd"">borŋin</span> ‘night’)",marker of the adversative passive; _ha-udan-an_ ‘caught in the rain’ (cf. _udan_ ‘rain’); _ha-borŋin-an_ ‘to be overaken by nightfall’ (cf. _borŋin_ ‘night’),,427-10fc07cbe9066a3538f83eefef3ed9e4-1
Itbayaten,tawo,"person (<span class=""wd"">kap-</span>, <span class=""wd"">ka-</span>, <span class=""wd"">manta-</span>, <span class=""wd"">mapay-</span>, <span class=""wd"">mat-</span>, <span class=""wd"">micha-</span>, <span class=""wd"">mi-</span>)","person (_kap-_, _ka-_, _manta-_, _mapay-_, _mat-_, _micha-_, _mi-_)",,282-8b0a44048f58988b486bdd0d245b22a8-1
Kayan,paʔit,"species of <span class=""wd"">tebaring</span> fish found near small river rapids",species of _tebaring_ fish found near small river rapids,,294-62e0513f6fdaabc133c45e34d543465a-1
Bontok,ʔúyun,"a bundle of tobacco containing about twenty <span class=""wd"">mános</span> (one <span class=""wd"">mános</span> = one to five sticks)",a bundle of tobacco containing about twenty _mános_ (one _mános_ = one to five sticks),,246-cc2094449a30ff44138fcf5262994779-1
Ibaloy,i-bowaŋ,"to release water by removing what blocks it (as plug in rice terrace dyke, opening dam spillway, dismantling dam used in <span class=""wd"">salep</span> fishing, etc.)","to release water by removing what blocks it (as plug in rice terrace dyke, opening dam spillway, dismantling dam used in _salep_ fishing, etc.)",,19182-017bb2f50aa779ee687bc1764d58aa47-1
Malay,kail seluaŋ,"‘hooks for the <span class=""wd"">seluaŋ</span> fish’ – name given to a crocodile’s front teeth",‘hooks for the _seluaŋ_ fish’ – name given to a crocodile’s front teeth,,326-78cb3140169ac823d0e5fee4f8751918-1
Kankanaey_(Northern),aŋas,"face (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Reid"">Reid 1971</a></span>)",face ([Reid 1971](Source#cldf:reid1971)),reid1971,19593-d5ca322453f2986b752e58b11af83d96-1
Kapampangan,du:yan,"hammock (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#McFarland"">McFarland 1977</a></span>)",hammock ([McFarland 1977](Source#cldf:mcfarland1977)),mcfarland1977,291-65037fe28d005833429c203cb59feb42-1
Tagalog,alim,"a shrub or tree: <i>Melanolepis multiglandulosa</i> (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Madulid"">Madulid 2001</a></span>)",a shrub or tree: _Melanolepis multiglandulosa_ ([Madulid 2001](Source#cldf:madulid2001)),madulid2001,423-63cbb18adeecd60e11a32337304008e2-1
Malay,ber-puru,"to suffer from <span class=""wd"">puru</span>",to suffer from _puru_,,326-768b3acb0fe129b6dc331e0dcd3772c1-1
Itneg_(Binongan),ka-gídaŋ,"yesterday (cp. <span class=""wd"">gídaŋ</span> ‘afternoon’)",yesterday (cp. _gídaŋ_ ‘afternoon’),,18955-f62336e1a464be322fdcb92ba6e8e1dc-1
Tagalog,dayaŋdáŋ,"large tree from which is derived a poison (<span class=""wd"">abuwab</span>) for arrow tips",large tree from which is derived a poison (_abuwab_) for arrow tips,,423-c08d70342167420a22a1b6e49aab59d2-1
Sangir,bintaŋ,"tree sp., more commonly known as <span class=""wd"">kalu wituiŋ</span>","tree sp., more commonly known as _kalu wituiŋ_",,402-315651e365c1d5fb073d96be62798ab5-1
Malay,ma-kan,"to eat; to consume; to wear away; (in chess) to take a pawn or piece; (of weapons) to take effect (e.g. <span class=""wd"">di-makan peluru</span> ‘killed by a bullet’)",to eat; to consume; to wear away; (in chess) to take a pawn or piece; (of weapons) to take effect (e.g. _di-makan peluru_ ‘killed by a bullet’),,326-131044b63ea795e27a9e71fbaf9ad880-1
Cebuano,tiwtiw,"tailor bird, the song of which is popularly said to be ‘<span class=""wd"">Dakug putus</span>’, ‘having a large penis’: <i>Orthotomus atrogularis</i>","tailor bird, the song of which is popularly said to be ‘_Dakug putus_’, ‘having a large penis’: _Orthotomus atrogularis_",,252-245be25a25a58d7a899046a277c565d4-1
Rennellese,ʔume,"kind of large fish, similar to <span class=""wd"">punongi</span>, perhaps a unicorn fish or parrot fish","kind of large fish, similar to _punongi_, perhaps a unicorn fish or parrot fish",,390-8e2d118cd1b7fb26be778226c36242fb-1
Yakan,lepoh-an,"stove (in old times it consisted of a fire table that had a surface of dirt on which the fire was built and supports for the pots placed; a charcoal burner is also a <span class=""wd"">lepohan</span>, and so are gas or electric stoves)","stove (in old times it consisted of a fire table that had a surface of dirt on which the fire was built and supports for the pots placed; a charcoal burner is also a _lepohan_, and so are gas or electric stoves)",,1129-bd5782b1df25ef173614a390f6d83b18-1
Kayan,suŋ,"large wooden rice mortar (cp. <span class=""wd"">hula</span> 'small mortar made of stone for grinding spices')",large wooden rice mortar (cp. _hula_ 'small mortar made of stone for grinding spices'),,294-7a126f4e36f987e91697ab417e7092ed-1
Ilokano,tuád,"very large net used to fish <span class=""wd"">ipon</span> (kind of fish which hatches in sea water, but grows and spawns in rivers)","very large net used to fish _ipon_ (kind of fish which hatches in sea water, but grows and spawns in rivers)",,279-d4b21aea2c421dcaa1f0b92bd45af2f4-1
Kove,gala,"a stinging plant related to <span class=""wd"">lato</wd? (<i>Dendrocnide latifolia</i>)",a stinging plant related to _lato_ (_Dendrocnide latifolia_),,709-79f33293eeabbe9940c7fdaf7e9262c9-1
Ilokano,ŋ&lt;ar&gt;ikŋik,"high-pitched, shrieking laughter (said of females; <span class=""wd"">ungik</span> is used for pigs)","high-pitched, shrieking laughter (said of females; _ungik_ is used for pigs)",,279-7f07b60b4a30a74ce440effe902c84bb-1
Cebuano,lantáy,"anything with a top or bottom consisting of bamboo slats: a bed, table, tray, bench, shelf; to put or make into a <span class=""wd"">lantáy</span>","anything with a top or bottom consisting of bamboo slats: a bed, table, tray, bench, shelf; to put or make into a _lantáy_",,252-cef966f11043157982adbb1fa2b8f88d-1
Hawaiian,puʔu,"any kind of protuberance, from a pimple to a hill; hill, peak, mound, bulge, heap, bulk, mass, quantity, clot, bunch, knob; heaped, piled, lumped, bulging; pregnant; any of various round parts or protuberances of the body, as pimple, wart, mole, callus, lump, stomach, fist, knuckle, ankle joint; gizzard, as of chickens; hard stomach, as of some fish; head, as of cabbage or lettuce; form a head, to head, sprout; fancy knot, as in <span class=""wd"">kōkō</span> net; hinge of pearl oyster","any kind of protuberance, from a pimple to a hill; hill, peak, mound, bulge, heap, bulk, mass, quantity, clot, bunch, knob; heaped, piled, lumped, bulging; pregnant; any of various round parts or protuberances of the body, as pimple, wart, mole, callus, lump, stomach, fist, knuckle, ankle joint; gizzard, as of chickens; hard stomach, as of some fish; head, as of cabbage or lettuce; form a head, to head, sprout; fancy knot, as in _kōkō_ net; hinge of pearl oyster",,620-9360e0018a73f13992922f0e5e2ab47b-1
Tagalog,tálaŋ,"species of tree also known as <span class=""wd"">mabolo</span> or <span class=""wd"">mabulo</span>, having edible fruit: <i>Diospyros</i> spp.","species of tree also known as _mabolo_ or _mabulo_, having edible fruit: _Diospyros_ spp.",,423-aac95ef9e7ef5d127676d2988cd3eb8e-1
Tagalog,tampál,"to slap with the open hand (not so strong as <span class=""wd"">sampál</span>)",to slap with the open hand (not so strong as _sampál_),,423-fb5a6c8930910426c291d03e843f11b8-1
Nggela,taliŋa,"fungus, mushrooms on <span class=""wd"">mbiluma</span> tree","fungus, mushrooms on _mbiluma_ tree",,359-c6212651e56dc6b22f209817c654bf09-1
Ngaju_Dayak,balai,"large, open building, either entirely without walls or with 2-3 foot high walls.  In Pulopetak these are built only when one holds a death feast.  Further inland every village has its <span class=""wd"">balai</span>, where games are played, where community gatherings and the discussion of legal matters take place, and where visitors find lodging","large, open building, either entirely without walls or with 2-3 foot high walls. In Pulopetak these are built only when one holds a death feast. Further inland every village has its _balai_, where games are played, where community gatherings and the discussion of legal matters take place, and where visitors find lodging",,18577-247824972a5bf86e750086e544468de7-1
Mansaka,saruŋ,"pitch, used for torch fishing at night (pitch from an <span class=""wd"">almasiga</span> tree is very combustible)","pitch, used for torch fishing at night (pitch from an _almasiga_ tree is very combustible)",,825-29aa3db36c3b0691c3bfab12e703b118-1
Tagalog,ma-,"prefix forming adjectives denoting (a) a certain quality, e.g. <span class=""wd"">magandá</span> ‘beautiful’, (b) having much of something, e.g. <span class=""wd"">mabató</span> ‘stony (full of stones)’; prefix to root word forming verbs denoting capability of doing something voluntarily or intentionally, e.g. <span class=""wd"">makí'a</span> ‘to be able to see something’","prefix forming adjectives denoting (a) a certain quality, e.g. _magandá_ ‘beautiful’, (b) having much of something, e.g. _mabató_ ‘stony (full of stones)’; prefix to root word forming verbs denoting capability of doing something voluntarily or intentionally, e.g. _makí'a_ ‘to be able to see something’",,423-42a21339ac213ea315f617d5603a9f82-1
Hanunóo,tábas,"cutting down, clearing underbrush and small trees as in preparing a <span class=""wd"">kaiŋin</span>","cutting down, clearing underbrush and small trees as in preparing a _kaiŋin_",,273-c7e49598928cc85bea24e2a86ae5ee93-1
Kayan_(Uma_Juman),ipeʔ,"tooth (back-formation from misanalyzed <span class=""wd"">ipe-n</span> 'tooth of')",tooth (back-formation from misanalyzed _ipe-n_ 'tooth of'),,438-2225efbab99784563a424efba86be7ea-1
Gedaged,mal,"a tree, it bark is used to make G-strings and blankets; loincloth made from the bark of <span class=""wd"">mal</span>","a tree, it bark is used to make G-strings and blankets; loincloth made from the bark of _mal_",,269-a7565ea1df6dc817510b9735908277a8-1
Hanunóo,patík,"tapping on the rim of metal dance gongs with <span class=""wd"">pamatík</span> (set of bamboo tappers)",tapping on the rim of metal dance gongs with _pamatík_ (set of bamboo tappers),,273-4e46a3463de4e8b90c0824cbc76cdd49-1
Malay,kənari,"the Java almond, a very handsome shade tree planted in avenues in Java; its seeds are rich in oil and its sap produces the <span class=""wd"">elemi</span> (k.o. resin) of our pharmacopeia: <i>Canarium commune</i>","the Java almond, a very handsome shade tree planted in avenues in Java; its seeds are rich in oil and its sap produces the _elemi_ (k.o. resin) of our pharmacopeia: _Canarium commune_",,326-6a0556a1d1b16c0af8d34d4202f09f42-1
Fijian,i kaso,"crossbeam fastening together the outrigger and the hull of a canoe; the children of an inferior wife, the attendants and slaves of a <span class=""wd"">marama</span> wife","crossbeam fastening together the outrigger and the hull of a canoe; the children of an inferior wife, the attendants and slaves of a _marama_ wife",,266-9bd4358fbffaa82ffb4cf2b54351a842-1
Fijian,malo,"the paper mulberry, <i>Broussonetia papyrifera</i>, hence the native cloth made from it, and the former native male dress, a piece of <span class=""wd"">malo</span> passed between the thighs and fastened with a girdle; if not passed between the legs it is <span class=""wd"">i sulu</span>","the paper mulberry, _Broussonetia papyrifera_, hence the native cloth made from it, and the former native male dress, a piece of _malo_ passed between the thighs and fastened with a girdle; if not passed between the legs it is _i sulu_",,266-e5e47722f2e83b7b600b870a372041bc-1
Fijian,vū ni kau,"tree (often coupled with name of tree instead of generic <span class=""wd"">kau</span>, as in <span class=""wd"">vū ni vudi</span> ‘a banana plant’)","tree (often coupled with name of tree instead of generic _kau_, as in _vū ni vudi_ ‘a banana plant’)",,266-c004e0139e6ae771d1363b8aca315401-1
Ilokano,talíŋa,"ear; handle; pierced ear (<span class=""wd"">ta- -an</span>)",ear; handle; pierced ear (_ta- -an_),,279-e758b2dce5244eb5ab41de5d89a144ea-1
Tetun,na-i,"M, MZ, FZ (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Lebar"">Lebar 1972</a></span>)","M, MZ, FZ ([Lebar 1972](Source#cldf:lebar1972))",lebar1972,1060-9d50cd1cbb90ed89b1502f8210c1b16c-1
Cebuano,palátik,"outrigger boom to which the float (<span class=""wd"">katig</span>) is attached",outrigger boom to which the float (_katig_) is attached,,252-e1ba2b0f5802752257bffab889bed126-1
Kapampangan,abyák,"suckling pig (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Bergaño"">Bergaño 1860</a></span>)",suckling pig ([Bergaño 1860](Source#cldf:bergano1860)),bergano1860,291-cf9cc6eda3c8b6a2b2ac658d14312f01-1
Javanese,lembut,"fine, thin, small (this is the Ngoko form; Krama is <span class=""wd"">lembat</span>); fine, of downy feathers, thin, of slices; fine, of grains of salt; refined (of character)","fine, thin, small (this is the Ngoko form; Krama is _lembat_); fine, of downy feathers, thin, of slices; fine, of grains of salt; refined (of character)",,285-c3e9eadc55d750d8bea99a8ba649c89c-1
Numbami,iya-nusa,"squid (<span class=""wd"">iya</span> = ‘fish’)",squid (_iya_ = ‘fish’),,904-359711a33c285885e81411dc4d0f1d18-1
Tae',burra,"apparently an intensive form of <span class=""wd"">bura</span>: foam, slimy liquid that has a scum or froth","apparently an intensive form of _bura_: foam, slimy liquid that has a scum or froth",,18947-1a73d98293dbcef0bd728c5bb0c8fff9-1
Fijian,isi,"to tear out in small pieces; cut lengthwise as bamboo, cut or tear off the inner part of <span class=""wd"">vau</span> (hibiscus) bark to be used as string","to tear out in small pieces; cut lengthwise as bamboo, cut or tear off the inner part of _vau_ (hibiscus) bark to be used as string",,266-eec644718fe51ddf9d6793cf162c7ed6-1
Itbayaten,mapa-sovo,"put sugarcane between <span class=""wd"">xakay</span> and <span class=""wd"">vakes</span> (male and female parts of compressor) to mill",put sugarcane between _xakay_ and _vakes_ (male and female parts of compressor) to mill,,282-48a1e20402d2c4dba5c29e35274e9d11-1
Rennellese,haka-higi-higi,"wrap, lash, plait, as dolls for <span class=""wd"">kuba</span> (magic)","wrap, lash, plait, as dolls for _kuba_ (magic)",,390-dac9053fe2e93c9b893e9ee7e3eb0a2b-1
Chamorro,gunot,"coconut fiber, from trunk of coconut tree, used especially for straining <span class=""wd"">tuba</span> (coconut toddy) and other liquids","coconut fiber, from trunk of coconut tree, used especially for straining _tuba_ (coconut toddy) and other liquids",,573-6dc7dc94a99de861ba9d14a909d9763d-1
Ifugaw,hi,"article and nominative case marker of names of persons (e.g. <span class=""wd"">hi Aligúyun</span>) and kinship appellations (e.g. <span class=""wd"">hi ama</span> ‘my father’)",article and nominative case marker of names of persons (e.g. _hi Aligúyun_) and kinship appellations (e.g. _hi ama_ ‘my father’),,636-40c832740d0aa9e952407acd922b1801-1
